level,stick,belief
J0,0.1,0.2222222222222216
J0,0.2,0.29355281207132966
J0,0.3,0.3689986282578868
J0,0.4,0.4567901234567897
J0,0.5,0.5363511659807944
J0,0.6,0.6131687242798336
J0,0.7,0.6913580246913562
J0,0.8,0.7722908093278444
J0,0.9,0.8326474622770896
J1,0.1,0.029976098720280665
J1,0.2,0.04460336377344652
J1,0.3,0.07104945474047751
J1,0.4,0.12146196220799527
J1,0.5,0.20229736108460228
J1,0.6,0.31632311947836095
J1,0.7,0.456989551731307
J1,0.8,0.6019232765744775
J1,0.9,0.7117986858962495
J0,0.1,0.25407712238987856
J0,0.2,0.3179393385154695
J0,0.3,0.3863740283493369
J0,0.4,0.46136259716506445
J0,0.5,0.5339125133363783
J0,0.6,0.6041761926535542
J0,0.7,0.6738302088096265
J0,0.8,0.7421124828532131
J0,0.9,0.7988111568358347
J1,0.1,0.013151439766435742
J1,0.2,0.021038850003303564
J1,0.3,0.038626759553210294
J1,0.4,0.07884256962835262
J1,0.5,0.15454618482687638
J1,0.6,0.27569578132680295
J1,0.7,0.43491630128953873
J1,0.8,0.5982815383887276
J1,0.9,0.71643740105431
J0,0.1,0.2222222222222216
J0,0.2,0.29355281207132966
J0,0.3,0.3689986282578868
J0,0.4,0.4567901234567897
J0,0.5,0.5363511659807944
J0,0.6,0.6131687242798336
J0,0.7,0.6913580246913562
J0,0.8,0.7722908093278444
J0,0.9,0.8326474622770896
J1,0.1,0.016500784579243866
J1,0.2,0.025852014708129527
J1,0.3,0.04557477800302913
J1,0.4,0.08853729733803495
J1,0.5,0.1659777995482769
J1,0.6,0.2857119510693393
J1,0.7,0.44035435322671745
J1,0.8,0.5990971283991997
J1,0.9,0.7152495278576017
J0,0.1,0.2222222222222216
J0,0.2,0.29355281207132966
J0,0.3,0.3689986282578868
J0,0.4,0.4567901234567897
J0,0.5,0.5363511659807944
J0,0.6,0.6131687242798336
J0,0.7,0.6913580246913562
J0,0.8,0.7722908093278444
J0,0.9,0.8326474622770896
J1,0.1,0.01603326784479243
J1,0.2,0.025185105234282003
J1,0.3,0.04462567064877287
J1,0.4,0.08723647545293564
J1,0.5,0.16446774451079332
J1,0.6,0.28440134525536276
J1,0.7,0.43964345312047537
J1,0.8,0.5989880496552925
J1,0.9,0.7154037049374196
J0,0.1,0.2222222222222216
J0,0.2,0.29355281207132966
J0,0.3,0.3689986282578868
J0,0.4,0.4567901234567897
J0,0.5,0.5363511659807944
J0,0.6,0.6131687242798336
J0,0.7,0.6913580246913562
J0,0.8,0.7722908093278444
J0,0.9,0.8326474622770896
J1,0.1,0.007167911995033519
J1,0.2,0.012161701449597034
J1,0.3,0.024990567721254617
J1,0.4,0.058292616164852526
J1,0.5,0.12863817059326987
J1,0.6,0.2520356541473137
J1,0.7,0.42196711424050454
J1,0.8,0.5964773393366147
J1,0.9,0.7193140367255494
J0,0.1,0.2222222222222216
J0,0.2,0.29355281207132966
J0,0.3,0.3689986282578868
J0,0.4,0.4567901234567897
J0,0.5,0.5363511659807944
J0,0.6,0.6131687242798336
J0,0.7,0.6913580246913562
J0,0.8,0.7722908093278444
J0,0.9,0.8326474622770896
J1,0.1,0.031623637684559336
J1,0.2,0.046849848879359585
J1,0.3,0.07398799910251239
J1,0.4,0.1250732739684121
J1,0.5,0.20610279705659518
J1,0.6,0.3194489424776666
J1,0.7,0.4586999130323768
J1,0.8,0.6022499488829165
J1,0.9,0.7114678088432389
J0,0.1,0.2222222222222216
J0,0.2,0.29355281207132966
J0,0.3,0.3689986282578868
J0,0.4,0.4567901234567897
J0,0.5,0.5363511659807944
J0,0.6,0.6131687242798336
J0,0.7,0.6913580246913562
J0,0.8,0.7722908093278444
J0,0.9,0.8326474622770896
J1,0.1,0.02383146074831111
J1,0.2,0.036148299406889656
J1,0.3,0.05980467538040454
J1,0.4,0.10733364263578522
J1,0.5,0.18710830178944687
J1,0.6,0.30371061111272873
J1,0.7,0.45011846146646695
J1,0.8,0.6006850583120501
J1,0.9,0.7131799592717227
J0,0.1,0.25407712238987856
J0,0.2,0.3179393385154695
J0,0.3,0.3863740283493369
J0,0.4,0.46136259716506445
J0,0.5,0.5339125133363783
J0,0.6,0.6041761926535542
J0,0.7,0.6738302088096265
J0,0.8,0.7421124828532131
J0,0.9,0.7988111568358347
J1,0.1,0.010961216514413124
J1,0.2,0.017839423937544636
J1,0.3,0.03386011117826332
J1,0.4,0.07192726739575657
J1,0.5,0.146113471089259
J1,0.6,0.2681548483358358
J1,0.7,0.430809683322603
J1,0.8,0.5976912263988379
J1,0.9,0.7173446769485208
J0,0.1,0.2222222222222216
J0,0.2,0.29355281207132966
J0,0.3,0.3689986282578868
J0,0.4,0.4567901234567897
J0,0.5,0.5363511659807944
J0,0.6,0.6131687242798336
J0,0.7,0.6913580246913562
J0,0.8,0.7722908093278444
J0,0.9,0.8326474622770896
