level,stick,belief
J0,0,0.2133734034560471
J0,0.1,0.26821938392186245
J0,0.2,0.32982719759579127
J0,0.3,0.39444027047332686
J0,0.4,0.46431254695717344
J0,0.5,0.5311795642374145
J0,0.6,0.5935386927122452
J0,0.7,0.6581517655897806
J0,0.8,0.7280240420736277
J0,0.9,0.7836213373403441
J0,1,0.8332081141998475
J1,0,0.000013171170364710677
J1,0.1,0.00006179478992007312
J1,0.2,0.0004041133250330151
J1,0.3,0.002732709131370311
J1,0.4,0.01729507253044263
J1,0.5,0.08976950765577196
J1,0.6,0.2397231504037912
J1,0.7,0.4376525234536198
J1,0.8,0.6358998570213907
J1,0.9,0.7596365970828107
J1,1,0.8434535897393698
J2,0,0.31713210664136426
J2,0.1,0.3217155268437326
J2,0.2,0.34397405098915645
J2,0.3,0.4074741097749579
J2,0.4,0.47082644593303197
J2,0.5,0.5287905851111095
J2,0.6,0.5861209089722844
J2,0.7,0.6510741493986734
J2,0.8,0.6962857939053789
J2,0.9,0.696248022988457
J2,1,0.6945088535671242
J0,0,0.2447237210573059
J0,0.1,0.29526671675431926
J0,0.2,0.3499760945290592
J0,0.3,0.40775903285294607
J0,0.4,0.46813742230722116
J0,0.5,0.5285158117614943
J0,0.6,0.5867768595041342
J0,0.7,0.6446280991735567
J0,0.8,0.7023427361519037
J0,0.9,0.7528174305033826
J0,1,0.7990574414315992
J1,0,0.0023866153528203054
J1,0.1,0.00528376765352054
J1,0.2,0.013325044299144051
J1,0.3,0.03459171561769878
J1,0.4,0.08624169333828442
J1,0.5,0.1935069331378445
J1,0.6,0.32695244981412025
J1,0.7,0.4817468832891794
J1,0.8,0.637771271098186
J1,0.9,0.7473272704395082
J1,1,0.83026532355367
J2,0,0.034365214716640585
J2,0.1,0.062232924132738295
J2,0.2,0.11875425472070747
J2,0.3,0.20802512168285453
J2,0.4,0.31107979141177233
J2,0.5,0.40444356284549887
J2,0.6,0.47676923360198437
J2,0.7,0.5601811302940034
J2,0.8,0.654413082866113
J2,0.9,0.7314075462956198
J2,1,0.8004961482154148
J0,0,0.2447237210573059
J0,0.1,0.29526671675431926
J0,0.2,0.3499760945290592
J0,0.3,0.40775903285294607
J0,0.4,0.46813742230722116
J0,0.5,0.5285158117614943
J0,0.6,0.5867768595041342
J0,0.7,0.6446280991735567
J0,0.8,0.7023427361519037
J0,0.9,0.7528174305033826
J0,1,0.7990574414315992
J1,0,0.000011712812177779661
J1,0.1,0.000056016675015305784
J1,0.2,0.00037446624944204347
J1,0.3,0.0025868184743706403
J1,0.4,0.016714272084788536
J1,0.5,0.0884275849654996
J1,0.6,0.2384260898493832
J1,0.7,0.4369137742165363
J1,0.8,0.6358539843066194
J1,0.9,0.7598150425338943
J1,1,0.8436400174996734
J2,0,0.08825375146581504
J2,0.1,0.13394445967611895
J2,0.2,0.21417572852546773
J2,0.3,0.31015122750114
J2,0.4,0.40255906166595795
J2,0.5,0.4667028753445697
J2,0.6,0.5118417458593529
J2,0.7,0.5607832796884238
J2,0.8,0.6283614129270182
J2,0.9,0.6927247621819811
J2,1,0.7551995345388196
J0,0,0.2133734034560471
J0,0.1,0.26821938392186245
J0,0.2,0.32982719759579127
J0,0.3,0.39444027047332686
J0,0.4,0.46431254695717344
J0,0.5,0.5311795642374145
J0,0.6,0.5935386927122452
J0,0.7,0.6581517655897806
J0,0.8,0.7280240420736277
J0,0.9,0.7836213373403441
J0,1,0.8332081141998475
J1,0,0.0014062685026224073
J1,0.1,0.002718798546299336
J1,0.2,0.006788200718968699
J1,0.3,0.017947968920260043
J1,0.4,0.04870990570605463
J1,0.5,0.11392738719083445
J1,0.6,0.22141753806210307
J1,0.7,0.3738603523439247
J1,0.8,0.5520363670855404
J1,0.9,0.6772197532747894
J1,1,0.7718530206296925
J2,0,0.016152169948993485
J2,0.1,0.054088749893352
J2,0.2,0.11775908029776648
J2,0.3,0.20283517845873228
J2,0.4,0.3011472779012798
J2,0.5,0.406940987367746
J2,0.6,0.5144790190034405
J2,0.7,0.6235573563907815
J2,0.8,0.7371946839360548
J2,0.9,0.8607649713289145
J2,1,1
J0,0,0.2447237210573059
J0,0.1,0.29526671675431926
J0,0.2,0.3499760945290592
J0,0.3,0.40775903285294607
J0,0.4,0.46813742230722116
J0,0.5,0.5285158117614943
J0,0.6,0.5867768595041342
J0,0.7,0.6446280991735567
J0,0.8,0.7023427361519037
J0,0.9,0.7528174305033826
J0,1,0.7990574414315992
J1,0,0.012114927103064872
J1,0.1,0.019144795350826957
J1,0.2,0.03355459094392481
J1,0.3,0.06059057018657732
J1,0.4,0.11197677871086446
J1,0.5,0.19031226118701922
J1,0.6,0.2918862405065851
J1,0.7,0.41927991723294544
J1,0.8,0.565154854804026
J1,0.9,0.6739268867432149
J1,1,0.7622322186412525
J2,0,0.000004443579015408619
J2,0.1,0.00014861571932915557
J2,0.2,0.001599901527210441
J2,0.3,0.010669852931601687
J2,0.4,0.05502828223323456
J2,0.5,0.201317718364303
J2,0.6,0.4178202095261607
J2,0.7,0.6083734539792538
J2,0.8,0.7618681448811158
